x,y,dt_placement,month,year,region,ndvi,ndmi,ndwi,ndbi,ndvi_mean,ndmi_mean,ndwi_mean,ndbi_mean,ndvi_std,ndmi_std,ndwi_std,ndbi_std,lst_day,lst_night,lst_jan_day_mean,lst_jan_night_mean,lst_feb_day_mean,lst_feb_night_mean,lst_mar_day_mean,lst_mar_night_mean,lst_apr_day_mean,lst_apr_night_mean,acc_rainfall_1week,acc_rainfall_2week,acc_rainfall_jan
-4.001333,5.324083,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,58.7,1832.4
-4.001056,5.324167,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,58.7,1832.4
-4.000556,5.324472,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,58.7,1832.4
-4.000278,5.324667,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,58.7,1832.4
-3.999917,5.324917,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.999389,5.325111,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.997722,5.325444,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.997833,5.325722,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.997889,5.326056,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.998056,5.326694,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.998417,5.326861,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.998444,5.326528,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.998472,5.326222,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.998278,5.326056,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.99825,5.325667,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.998028,5.325444,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.998361,5.325361,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.998444,5.325528,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.998722,5.326111,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.998972,5.32675,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.999028,5.326889,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.998972,5.327139,2022-12-12,12,2022,Ivory Coast,0.25093399750934,0.0425531914893618,-0.205520552055205,-0.0425531914893618,0.174632769536665,0.0366611258779705,-0.138002314851354,-0.0366611258779705,0.0983862374274361,0.0958849301717385,0.101427665552202,0.0958849301717385,15089,14842,15171.75,14798.5384615385,15132,14862.75,15367,14808.3333333333,15326,14803.5,15.4,53.6,1831.7
-3.999,5.327444,2022-12-12,12,2022,Ivory Coast,0.25093399750934,0.0425531914893618,-0.205520552055205,-0.0425531914893618,0.174632769536665,0.0366611258779705,-0.138002314851354,-0.0366611258779705,0.0983862374274361,0.0958849301717385,0.101427665552202,0.0958849301717385,15089,14842,15171.75,14798.5384615385,15132,14862.75,15367,14808.3333333333,15326,14803.5,15.4,53.6,1831.7
-3.999278,5.326972,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.999333,5.327028,2022-12-12,12,2022,Ivory Coast,0.25093399750934,0.0425531914893618,-0.205520552055205,-0.0425531914893618,0.174632769536665,0.0366611258779705,-0.138002314851354,-0.0366611258779705,0.0983862374274361,0.0958849301717385,0.101427665552202,0.0958849301717385,15089,14842,15171.75,14798.5384615385,15132,14862.75,15367,14808.3333333333,15326,14803.5,15.4,53.6,1831.7
-3.999444,5.327028,2022-12-12,12,2022,Ivory Coast,0.25093399750934,0.0425531914893618,-0.205520552055205,-0.0425531914893618,0.174632769536665,0.0366611258779705,-0.138002314851354,-0.0366611258779705,0.0983862374274361,0.0958849301717385,0.101427665552202,0.0958849301717385,15089,14842,15171.75,14798.5384615385,15132,14862.75,15367,14808.3333333333,15326,14803.5,15.4,53.6,1831.7
-3.999333,5.326667,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.999306,5.326417,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.999167,5.326139,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.998889,5.325639,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.998833,5.325333,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.999389,5.325167,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.999389,5.325417,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.999667,5.325722,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.999667,5.326306,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-4.000056,5.325611,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,58.7,1832.4
-4.000056,5.326083,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,58.7,1832.4
-3.999944,5.326861,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,53.6,1831.7
-3.999833,5.327444,2022-12-12,12,2022,Ivory Coast,0.25093399750934,0.0425531914893618,-0.205520552055205,-0.0425531914893618,0.174632769536665,0.0366611258779705,-0.138002314851354,-0.0366611258779705,0.0983862374274361,0.0958849301717385,0.101427665552202,0.0958849301717385,15089,14842,15171.75,14798.5384615385,15132,14862.75,15367,14808.3333333333,15326,14803.5,15.4,53.6,1831.7
-3.999917,5.3275,2022-12-12,12,2022,Ivory Coast,0.25093399750934,0.0425531914893618,-0.205520552055205,-0.0425531914893618,0.174632769536665,0.0366611258779705,-0.138002314851354,-0.0366611258779705,0.0983862374274361,0.0958849301717385,0.101427665552202,0.0958849301717385,15089,14842,15171.75,14798.5384615385,15132,14862.75,15367,14808.3333333333,15326,14803.5,15.4,53.6,1831.7
-4.000417,5.32725,2022-12-12,12,2022,Ivory Coast,0.25093399750934,0.0425531914893618,-0.205520552055205,-0.0425531914893618,0.174632769536665,0.0366611258779705,-0.138002314851354,-0.0366611258779705,0.0983862374274361,0.0958849301717385,0.101427665552202,0.0958849301717385,15089,14842,15171.75,14798.5384615385,15132,14862.75,15367,14808.3333333333,15326,14803.5,15.4,58.7,1832.4
-4.000306,5.326722,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,58.7,1832.4
-4.000444,5.32675,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,58.7,1832.4
-4.00075,5.325333,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,58.7,1832.4
-4.001,5.325417,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,58.7,1832.4
-4.001,5.325694,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,58.7,1832.4
-4.001139,5.326222,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,58.7,1832.4
-4.000972,5.326917,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,58.7,1832.4
-4.000944,5.327528,2022-12-12,12,2022,Ivory Coast,0.25093399750934,0.0425531914893618,-0.205520552055205,-0.0425531914893618,0.174632769536665,0.0366611258779705,-0.138002314851354,-0.0366611258779705,0.0983862374274361,0.0958849301717385,0.101427665552202,0.0958849301717385,15089,14842,15171.75,14798.5384615385,15132,14862.75,15367,14808.3333333333,15326,14803.5,15.4,58.7,1832.4
-4.001139,5.3275,2022-12-12,12,2022,Ivory Coast,0.25093399750934,0.0425531914893618,-0.205520552055205,-0.0425531914893618,0.174632769536665,0.0366611258779705,-0.138002314851354,-0.0366611258779705,0.0983862374274361,0.0958849301717385,0.101427665552202,0.0958849301717385,15089,14842,15171.75,14798.5384615385,15132,14862.75,15367,14808.3333333333,15326,14803.5,15.4,58.7,1832.4
-4.001361,5.327139,2022-12-12,12,2022,Ivory Coast,0.25093399750934,0.0425531914893618,-0.205520552055205,-0.0425531914893618,0.174632769536665,0.0366611258779705,-0.138002314851354,-0.0366611258779705,0.0983862374274361,0.0958849301717385,0.101427665552202,0.0958849301717385,15089,14842,15171.75,14798.5384615385,15132,14862.75,15367,14808.3333333333,15326,14803.5,15.4,58.7,1832.4
-4.001333,5.326917,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,58.7,1832.4
-4.001389,5.326361,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,58.7,1832.4
-4.001556,5.325722,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,58.7,1832.4
-4.001583,5.325444,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,58.7,1832.4
-4.001861,5.325444,2022-12-12,12,2022,Ivory Coast,-0.00139178844815582,0.0109193377949983,0.0257976917854718,-0.0109193377949983,0.144241709659378,0.0703411517949127,-0.102015361498753,-0.0703411517949127,0.10380932284631,0.0990715027850113,0.108764248190054,0.0990715027850113,,,,,,,,,,,15.4,58.7,1832.4
-4.005944,5.3095,2022-12-12,12,2022,Ivory Coast,0.0993623804463336,-0.00838725137790559,-0.0944194657498016,0.00838725137790559,0.0733010426984168,-0.0637206116064375,-0.0733058150011128,0.0637206116064375,0.063924757495404,0.0723873671477131,0.0509947974207401,0.0723873671477131,,14891,15206.5555555556,14833.6363636364,15327.5,14906.2857142857,15171,14806,15499.5,14890,15.4,58.7,1832.4
-4.007194,5.309111,2022-12-12,12,2022,Ivory Coast,0.0066225165562914,-0.0646153846153846,-0.0176299933050658,0.0646153846153846,0.0424216266160886,-0.103802239764486,-0.0592308773811798,0.103802239764486,0.0356462096434539,0.0583869187030883,0.0232528150442342,0.0583869187030883,,14891,15206.5555555556,14833.6363636364,15327.5,14906.2857142857,15171,14806,15499.5,14890,15.4,58.7,1832.4
-4.008333,5.308667,2022-12-12,12,2022,Ivory Coast,0.00941176470588236,-0.145588528181637,-0.0339840925524223,0.145588528181637,0.0356888595209807,-0.109403913715102,-0.054798551272961,0.109403913715102,0.0282568890326272,0.0574404400216367,0.0183392058500703,0.0574404400216367,,14888,15275.5555555556,14838.6363636364,15354.5,14917.5714285714,15572,14832,15567,14860,15.4,58.7,1832.4
-4.010611,5.307917,2022-12-12,12,2022,Ivory Coast,0.00941176470588236,-0.145588528181637,-0.0339840925524223,0.145588528181637,0.0356888595209807,-0.109403913715102,-0.054798551272961,0.109403913715102,0.0282568890326272,0.0574404400216367,0.0183392058500703,0.0574404400216367,,14888,15275.5555555556,14838.6363636364,15354.5,14917.5714285714,15572,14832,15567,14860,15.4,58.7,1832.4
-4.011833,5.307389,2022-12-12,12,2022,Ivory Coast,0.0152186476594106,-0.104655113829426,-0.0433577509404079,0.104655113829426,0.0179480770118596,-0.103225342234243,-0.0422992760001907,0.103225342234243,0.010064054755364,0.0280791010354996,0.00583542885917285,0.0280791010354996,,14883,15243.375,14834.8888888889,15347.5,14905,15435,14823,15510.5,14857.3333333333,15.4,58.7,1832.4
-4.011694,5.307917,2022-12-12,12,2022,Ivory Coast,0.0152186476594106,-0.104655113829426,-0.0433577509404079,0.104655113829426,0.0179480770118596,-0.103225342234243,-0.0422992760001907,0.103225342234243,0.010064054755364,0.0280791010354996,0.00583542885917285,0.0280791010354996,,14883,15243.375,14834.8888888889,15347.5,14905,15435,14823,15510.5,14857.3333333333,15.4,58.7,1832.4
-4.010417,5.308306,2022-12-12,12,2022,Ivory Coast,0.00941176470588236,-0.145588528181637,-0.0339840925524223,0.145588528181637,0.0356888595209807,-0.109403913715102,-0.054798551272961,0.109403913715102,0.0282568890326272,0.0574404400216367,0.0183392058500703,0.0574404400216367,,14888,15275.5555555556,14838.6363636364,15354.5,14917.5714285714,15572,14832,15567,14860,15.4,58.7,1832.4
-4.008667,5.308944,2022-12-12,12,2022,Ivory Coast,0.00941176470588236,-0.145588528181637,-0.0339840925524223,0.145588528181637,0.0356888595209807,-0.109403913715102,-0.054798551272961,0.109403913715102,0.0282568890326272,0.0574404400216367,0.0183392058500703,0.0574404400216367,,14888,15275.5555555556,14838.6363636364,15354.5,14917.5714285714,15572,14832,15567,14860,15.4,58.7,1832.4
-4.007333,5.309444,2022-12-12,12,2022,Ivory Coast,0.0066225165562914,-0.0646153846153846,-0.0176299933050658,0.0646153846153846,0.0424216266160886,-0.103802239764486,-0.0592308773811798,0.103802239764486,0.0356462096434539,0.0583869187030883,0.0232528150442342,0.0583869187030883,,14891,15206.5555555556,14833.6363636364,15327.5,14906.2857142857,15171,14806,15499.5,14890,15.4,58.7,1832.4
-4.005944,5.310028,2022-12-12,12,2022,Ivory Coast,0.0993623804463336,-0.00838725137790559,-0.0944194657498016,0.00838725137790559,0.0733010426984168,-0.0637206116064375,-0.0733058150011128,0.0637206116064375,0.063924757495404,0.0723873671477131,0.0509947974207401,0.0723873671477131,,14891,15206.5555555556,14833.6363636364,15327.5,14906.2857142857,15171,14806,15499.5,14890,15.4,58.7,1832.4
-4.007917,5.309694,2022-12-12,12,2022,Ivory Coast,0.0066225165562914,-0.0646153846153846,-0.0176299933050658,0.0646153846153846,0.0424216266160886,-0.103802239764486,-0.0592308773811798,0.103802239764486,0.0356462096434539,0.0583869187030883,0.0232528150442342,0.0583869187030883,,14891,15206.5555555556,14833.6363636364,15327.5,14906.2857142857,15171,14806,15499.5,14890,15.4,58.7,1832.4
-4.009972,5.309028,2022-12-12,12,2022,Ivory Coast,0.00941176470588236,-0.145588528181637,-0.0339840925524223,0.145588528181637,0.0356888595209807,-0.109403913715102,-0.054798551272961,0.109403913715102,0.0282568890326272,0.0574404400216367,0.0183392058500703,0.0574404400216367,,14888,15275.5555555556,14838.6363636364,15354.5,14917.5714285714,15572,14832,15567,14860,15.4,58.7,1832.4
-4.011306,5.3085,2022-12-12,12,2022,Ivory Coast,0.0152186476594106,-0.104655113829426,-0.0433577509404079,0.104655113829426,0.0179480770118596,-0.103225342234243,-0.0422992760001907,0.103225342234243,0.010064054755364,0.0280791010354996,0.00583542885917285,0.0280791010354996,,14883,15243.375,14834.8888888889,15347.5,14905,15435,14823,15510.5,14857.3333333333,15.4,58.7,1832.4
-4.012583,5.308333,2022-12-12,12,2022,Ivory Coast,0.0152186476594106,-0.104655113829426,-0.0433577509404079,0.104655113829426,0.0179480770118596,-0.103225342234243,-0.0422992760001907,0.103225342234243,0.010064054755364,0.0280791010354996,0.00583542885917285,0.0280791010354996,,14883,15243.375,14834.8888888889,15347.5,14905,15435,14823,15510.5,14857.3333333333,15.4,58.7,1832.4
-4.011556,5.308806,2022-12-12,12,2022,Ivory Coast,0.0152186476594106,-0.104655113829426,-0.0433577509404079,0.104655113829426,0.0179480770118596,-0.103225342234243,-0.0422992760001907,0.103225342234243,0.010064054755364,0.0280791010354996,0.00583542885917285,0.0280791010354996,,14883,15243.375,14834.8888888889,15347.5,14905,15435,14823,15510.5,14857.3333333333,15.4,58.7,1832.4
-4.010167,5.309333,2022-12-12,12,2022,Ivory Coast,0.0066225165562914,-0.0646153846153846,-0.0176299933050658,0.0646153846153846,0.0424216266160886,-0.103802239764486,-0.0592308773811798,0.103802239764486,0.0356462096434539,0.0583869187030883,0.0232528150442342,0.0583869187030883,,14891,15206.5555555556,14833.6363636364,15327.5,14906.2857142857,15171,14806,15499.5,14890,15.4,58.7,1832.4
-4.009,5.309667,2022-12-12,12,2022,Ivory Coast,0.0066225165562914,-0.0646153846153846,-0.0176299933050658,0.0646153846153846,0.0424216266160886,-0.103802239764486,-0.0592308773811798,0.103802239764486,0.0356462096434539,0.0583869187030883,0.0232528150442342,0.0583869187030883,,14891,15206.5555555556,14833.6363636364,15327.5,14906.2857142857,15171,14806,15499.5,14890,15.4,58.7,1832.4
-4.007694,5.310194,2022-12-12,12,2022,Ivory Coast,0.0066225165562914,-0.0646153846153846,-0.0176299933050658,0.0646153846153846,0.0424216266160886,-0.103802239764486,-0.0592308773811798,0.103802239764486,0.0356462096434539,0.0583869187030883,0.0232528150442342,0.0583869187030883,,14891,15206.5555555556,14833.6363636364,15327.5,14906.2857142857,15171,14806,15499.5,14890,15.4,58.7,1832.4
-4.007472,5.310833,2022-12-12,12,2022,Ivory Coast,0.0066225165562914,-0.0646153846153846,-0.0176299933050658,0.0646153846153846,0.0424216266160886,-0.103802239764486,-0.0592308773811798,0.103802239764486,0.0356462096434539,0.0583869187030883,0.0232528150442342,0.0583869187030883,,14891,15206.5555555556,14833.6363636364,15327.5,14906.2857142857,15171,14806,15499.5,14890,15.4,58.7,1832.4
-4.008278,5.310583,2022-12-12,12,2022,Ivory Coast,0.0066225165562914,-0.0646153846153846,-0.0176299933050658,0.0646153846153846,0.0424216266160886,-0.103802239764486,-0.0592308773811798,0.103802239764486,0.0356462096434539,0.0583869187030883,0.0232528150442342,0.0583869187030883,,14891,15206.5555555556,14833.6363636364,15327.5,14906.2857142857,15171,14806,15499.5,14890,15.4,58.7,1832.4
-4.009972,5.309972,2022-12-12,12,2022,Ivory Coast,0.0066225165562914,-0.0646153846153846,-0.0176299933050658,0.0646153846153846,0.0424216266160886,-0.103802239764486,-0.0592308773811798,0.103802239764486,0.0356462096434539,0.0583869187030883,0.0232528150442342,0.0583869187030883,,14891,15206.5555555556,14833.6363636364,15327.5,14906.2857142857,15171,14806,15499.5,14890,15.4,58.7,1832.4
