id,dt_placement,week,month,year,method,health district,site,longitude,latitude,x,y,altitude,genus,total,country_code,nuts0_code,nuts0_name,nuts1_code,nuts1_name,nuts2_code,nuts2_name,nuts3_code,nuts3_name,lau1_municipality,lau2_settlement,ndbi,ndmi,ndvi,ndwi,ndi_mission,ndi_acquisition,ndi_dates_diff,ndbi_std,ndmi_std,ndvi_std,ndwi_std,ndbi_mean,ndmi_mean,ndvi_mean,ndwi_mean,ndi_measures_mission,ndi_measures_acquisition,ndi_measures_dates_diff,lst_day,lst_day_mission,lst_day_acquisition,lst_day_diff,lst_night,lst_night_mission,lst_night_acquisition,lst_night_diff,lst_jan_day_mean,lst_feb_day_mean,lst_mar_day_mean,lst_apr_day_mean,lst_jan_night_mean,lst_feb_night_mean,lst_mar_night_mean,lst_apr_night_mean,acc_rainfall_1week,acc_rainfall_2week,acc_rainfall_jan,sp_cnt_1km,biol_cnt_1km,wc_l_1km,pg_area_1km,fs_area_1km,wc_mean_dist_1km,coast_mean_dist_1km,dem_mean_1km,slope_mean_1km,aspect_mean_1km,waw_mean_1km,flow_accu_1km,point,day,total_all_aedes,methods,sampling point,ecozone,aedesspecies,aedesfemale,aedesmale,station_id
B1.1,2019-11-21,47,11,2019,Prokopack aspirtor,Bingerville,Gbagba,401621,591451,-3.887915,5.350244,18,Aedes,13,,,,,,,,,,,,0.111974110032362,-0.111974110032362,0.1320132013201319,-0.1510067114093959,sentinel2_level1C_scene,2019-11-16,5.0,0.1202748088775119,0.1202748088775119,0.13521985223026,0.09781568996481,0.00696272201645,-0.00696272201645,0.25724500059791,-0.2439791801198119,sentinel2_level1C_scene,2019-11-16,5.0,15266.0,modis,2019-11-19,2.0,14841.0,modis,2019-11-18,3.0,15149.875,15210.5,15396.0,15245.6666666667,14871.3636363636,14833.5555555556,14836.75,14726.3333333333,23.15,49.7,1333.316617,,,,,,,,,,,,,,,,,,,,,,10
B1.2,2019-11-21,47,11,2019,Prokopack aspirtor,Bingerville,Gbagba,402056,591536,-3.88399,5.351018,28,Aedes,27,,,,,,,,,,,,0.039590443686007,-0.039590443686007,0.1452991452991449,-0.15327868852459,sentinel2_level1C_scene,2019-11-16,5.0,0.0525373926863609,0.0525373926863609,0.0597689555651629,0.051817311405408,0.025746926505405,-0.025746926505405,0.213622994407776,-0.2145071883197039,sentinel2_level1C_scene,2019-11-16,5.0,,,,,14840.0,modis,2019-11-18,3.0,15187.5,15274.4,15409.5,15363.3333333333,14868.6363636364,14828.5555555556,14829.0,14745.0,23.15,49.7,1333.316617,,,,,,,,,,,,,,,,,,,,,,11
B1.3,2019-11-21,47,11,2019,Prokopack aspirtor,Bingerville,Gbagba,401850,591465,-3.885848,5.350373,24,Aedes,19,,,,,,,,,,,,0.111974110032362,-0.111974110032362,0.1320132013201319,-0.1510067114093959,sentinel2_level1C_scene,2019-11-16,5.0,0.1202748088775119,0.1202748088775119,0.13521985223026,0.09781568996481,0.00696272201645,-0.00696272201645,0.25724500059791,-0.2439791801198119,sentinel2_level1C_scene,2019-11-16,5.0,15266.0,modis,2019-11-19,2.0,14841.0,modis,2019-11-18,3.0,15149.875,15210.5,15396.0,15245.6666666667,14871.3636363636,14833.5555555556,14836.75,14726.3333333333,23.15,49.7,1333.316617,,,,,,,,,,,,,,,,,,,,,,12
B1.4,2019-11-21,47,11,2019,Prokopack aspirtor,Bingerville,Gbagba,401711,591593,-3.887104,5.351529,20,Aedes,6,,,,,,,,,,,,0.111974110032362,-0.111974110032362,0.1320132013201319,-0.1510067114093959,sentinel2_level1C_scene,2019-11-16,5.0,0.1202748088775119,0.1202748088775119,0.13521985223026,0.09781568996481,0.00696272201645,-0.00696272201645,0.25724500059791,-0.2439791801198119,sentinel2_level1C_scene,2019-11-16,5.0,15266.0,modis,2019-11-19,2.0,14841.0,modis,2019-11-18,3.0,15149.875,15210.5,15396.0,15245.6666666667,14871.3636363636,14833.5555555556,14836.75,14726.3333333333,23.15,49.7,1333.316617,,,,,,,,,,,,,,,,,,,,,,13
B1.5,2019-11-21,47,11,2019,Prokopack aspirtor,Bingerville,Gbagba,401686,591537,-3.887329,5.351022,22,Aedes,11,,,,,,,,,,,,0.111974110032362,-0.111974110032362,0.1320132013201319,-0.1510067114093959,sentinel2_level1C_scene,2019-11-16,5.0,0.1202748088775119,0.1202748088775119,0.13521985223026,0.09781568996481,0.00696272201645,-0.00696272201645,0.25724500059791,-0.2439791801198119,sentinel2_level1C_scene,2019-11-16,5.0,15266.0,modis,2019-11-19,2.0,14841.0,modis,2019-11-18,3.0,15149.875,15210.5,15396.0,15245.6666666667,14871.3636363636,14833.5555555556,14836.75,14726.3333333333,23.15,49.7,1333.316617,,,,,,,,,,,,,,,,,,,,,,14
B1.6,2019-11-21,47,11,2019,Prokopack aspirtor,Bingerville,Gbagba,401739,591494,-3.886851,5.350634,24,Aedes,9,,,,,,,,,,,,0.111974110032362,-0.111974110032362,0.1320132013201319,-0.1510067114093959,sentinel2_level1C_scene,2019-11-16,5.0,0.1202748088775119,0.1202748088775119,0.13521985223026,0.09781568996481,0.00696272201645,-0.00696272201645,0.25724500059791,-0.2439791801198119,sentinel2_level1C_scene,2019-11-16,5.0,15266.0,modis,2019-11-19,2.0,14841.0,modis,2019-11-18,3.0,15149.875,15210.5,15396.0,15245.6666666667,14871.3636363636,14833.5555555556,14836.75,14726.3333333333,23.15,49.7,1333.316617,,,,,,,,,,,,,,,,,,,,,,15
B1.7,2019-11-21,47,11,2019,Prokopack aspirtor,Bingerville,Gbagba,401587,591586,-3.888223,5.351464,14,Aedes,5,,,,,,,,,,,,0.111974110032362,-0.111974110032362,0.1320132013201319,-0.1510067114093959,sentinel2_level1C_scene,2019-11-16,5.0,0.1202748088775119,0.1202748088775119,0.13521985223026,0.09781568996481,0.00696272201645,-0.00696272201645,0.25724500059791,-0.2439791801198119,sentinel2_level1C_scene,2019-11-16,5.0,15266.0,modis,2019-11-19,2.0,14841.0,modis,2019-11-18,3.0,15149.875,15210.5,15396.0,15245.6666666667,14871.3636363636,14833.5555555556,14836.75,14726.3333333333,23.15,49.7,1333.316617,,,,,,,,,,,,,,,,,,,,,,16
B1.8,2019-11-21,47,11,2019,Prokopack aspirtor,Bingerville,Gbagba,401650,591538,-3.887654,5.351031,13,Aedes,8,,,,,,,,,,,,0.111974110032362,-0.111974110032362,0.1320132013201319,-0.1510067114093959,sentinel2_level1C_scene,2019-11-16,5.0,0.1202748088775119,0.1202748088775119,0.13521985223026,0.09781568996481,0.00696272201645,-0.00696272201645,0.25724500059791,-0.2439791801198119,sentinel2_level1C_scene,2019-11-16,5.0,15266.0,modis,2019-11-19,2.0,14841.0,modis,2019-11-18,3.0,15149.875,15210.5,15396.0,15245.6666666667,14871.3636363636,14833.5555555556,14836.75,14726.3333333333,23.15,49.7,1333.316617,,,,,,,,,,,,,,,,,,,,,,17
B1.9,2019-11-21,47,11,2019,Prokopack aspirtor,Bingerville,Gbagba,402026,591519,-3.884261,5.350864,23,Aedes,4,,,,,,,,,,,,0.039590443686007,-0.039590443686007,0.1452991452991449,-0.15327868852459,sentinel2_level1C_scene,2019-11-16,5.0,0.0525373926863609,0.0525373926863609,0.0597689555651629,0.051817311405408,0.025746926505405,-0.025746926505405,0.213622994407776,-0.2145071883197039,sentinel2_level1C_scene,2019-11-16,5.0,,,,,14840.0,modis,2019-11-18,3.0,15187.5,15274.4,15409.5,15363.3333333333,14868.6363636364,14828.5555555556,14829.0,14745.0,23.15,49.7,1333.316617,,,,,,,,,,,,,,,,,,,,,,18
B1.10,2019-11-21,47,11,2019,Prokopack aspirtor,Bingerville,Gbagba,402025,591521,-3.88427,5.350882,27,Aedes,0,,,,,,,,,,,,0.039590443686007,-0.039590443686007,0.1452991452991449,-0.15327868852459,sentinel2_level1C_scene,2019-11-16,5.0,0.0525373926863609,0.0525373926863609,0.0597689555651629,0.051817311405408,0.025746926505405,-0.025746926505405,0.213622994407776,-0.2145071883197039,sentinel2_level1C_scene,2019-11-16,5.0,,,,,14840.0,modis,2019-11-18,3.0,15187.5,15274.4,15409.5,15363.3333333333,14868.6363636364,14828.5555555556,14829.0,14745.0,23.15,49.7,1333.316617,,,,,,,,,,,,,,,,,,,,,,19
C1.1,2019-11-26,48,11,2019,Prokopack aspirtor,Cocody,Aïba,392644,591153,-3.968925,5.347426,54,Aedes,17,,,,,,,,,,,,0.179431468404852,-0.179431468404852,0.071141574095959,-0.090996629754454,sentinel2_level1C_scene,2019-11-16,10.0,0.0985768054603599,0.0985768054603599,0.130319168492616,0.133651306899255,0.0776172684695769,-0.0776172684695769,0.0854958714373459,-0.0816290515132879,sentinel2_level1C_scene,2019-11-16,10.0,,,,,14921.0,modis,2019-11-23,3.0,15198.3333333333,15316.1666666667,15523.0,15487.6666666667,14893.0,14859.875,14889.8333333333,14715.5,38.0,53.15,1353.133244,,,,,,,,,,,,,,,,,,,,,,20
C1.2,2019-11-26,48,11,2019,Prokopack aspirtor,Cocody,Aïba,392581,591026,-3.969491,5.346276,36,Aedes,4,,,,,,,,,,,,0.179431468404852,-0.179431468404852,0.071141574095959,-0.090996629754454,sentinel2_level1C_scene,2019-11-16,10.0,0.0985768054603599,0.0985768054603599,0.130319168492616,0.133651306899255,0.0776172684695769,-0.0776172684695769,0.0854958714373459,-0.0816290515132879,sentinel2_level1C_scene,2019-11-16,10.0,,,,,14921.0,modis,2019-11-23,3.0,15198.3333333333,15316.1666666667,15523.0,15487.6666666667,14893.0,14859.875,14889.8333333333,14715.5,38.0,53.15,1353.133244,,,,,,,,,,,,,,,,,,,,,,21
C1.3,2019-11-26,48,11,2019,Prokopack aspirtor,Cocody,Aïba,392612,591014,-3.969211,5.346168,42,Aedes,13,,,,,,,,,,,,0.179431468404852,-0.179431468404852,0.071141574095959,-0.090996629754454,sentinel2_level1C_scene,2019-11-16,10.0,0.0985768054603599,0.0985768054603599,0.130319168492616,0.133651306899255,0.0776172684695769,-0.0776172684695769,0.0854958714373459,-0.0816290515132879,sentinel2_level1C_scene,2019-11-16,10.0,,,,,14921.0,modis,2019-11-23,3.0,15198.3333333333,15316.1666666667,15523.0,15487.6666666667,14893.0,14859.875,14889.8333333333,14715.5,38.0,53.15,1353.133244,,,,,,,,,,,,,,,,,,,,,,22
C1.4,2019-11-26,48,11,2019,Prokopack aspirtor,Cocody,Aïba,392454,590939,-3.970636,5.345487,48,Aedes,4,,,,,,,,,,,,0.2064201544087769,-0.2064201544087769,0.016922676386358,-0.0466237942122189,sentinel2_level1C_scene,2019-11-16,10.0,0.0,0.0,0.0,0.0,-0.0608232643866479,0.0608232643866479,0.2254554057251,-0.18049225159526,sentinel2_level1C_scene,2019-11-26,0.0,,,,,14921.0,modis,2019-11-23,3.0,15198.3333333333,15316.1666666667,15523.0,15487.6666666667,14893.0,14859.875,14889.8333333333,14715.5,38.0,53.15,1353.133244,,,,,,,,,,,,,,,,,,,,,,23
C1.5,2019-11-26,48,11,2019,Prokopack aspirtor,Cocody,Aïba,392498,591159,-3.970242,5.347478,45,Aedes,6,,,,,,,,,,,,0.179431468404852,-0.179431468404852,0.071141574095959,-0.090996629754454,sentinel2_level1C_scene,2019-11-16,10.0,0.101520632365488,0.101520632365488,0.084846283698786,0.109890417370761,0.1122007703018759,-0.1122007703018759,0.024736400345212,-0.0272143442620849,sentinel2_level1C_scene,2019-11-16,10.0,,,,,14921.0,modis,2019-11-23,3.0,15198.3333333333,15316.1666666667,15523.0,15487.6666666667,14893.0,14859.875,14889.8333333333,14715.5,38.0,53.15,1353.133244,,,,,,,,,,,,,,,,,,,,,,24
C1.6,2019-11-26,48,11,2019,Prokopack aspirtor,Cocody,Aïba,392543,590812,-3.969831,5.34434,42,Aedes,18,,,,,,,,,,,,0.0187131504742369,-0.0187131504742369,-0.0470500373413,0.035525321239607,sentinel2_level1C_scene,2019-11-16,10.0,0.0,0.0,0.0,0.0,0.0208377183750789,-0.0208377183750789,0.0529651425984609,-0.049165539016689,sentinel2_level1C_scene,2019-11-26,0.0,,,,,14921.0,modis,2019-11-23,3.0,15198.3333333333,15316.1666666667,15523.0,15487.6666666667,14893.0,14859.875,14889.8333333333,14715.5,38.0,53.15,1353.133244,,,,,,,,,,,,,,,,,,,,,,25
C1.7,2019-11-26,48,11,2019,Prokopack aspirtor,Cocody,Aïba,392479,591040,-3.970412,5.346401,47,Aedes,5,,,,,,,,,,,,0.179431468404852,-0.179431468404852,0.071141574095959,-0.090996629754454,sentinel2_level1C_scene,2019-11-16,10.0,0.101520632365488,0.101520632365488,0.084846283698786,0.109890417370761,0.1122007703018759,-0.1122007703018759,0.024736400345212,-0.0272143442620849,sentinel2_level1C_scene,2019-11-16,10.0,,,,,14921.0,modis,2019-11-23,3.0,15198.3333333333,15316.1666666667,15523.0,15487.6666666667,14893.0,14859.875,14889.8333333333,14715.5,38.0,53.15,1353.133244,,,,,,,,,,,,,,,,,,,,,,26
C1.8,2019-11-26,48,11,2019,Prokopack aspirtor,Cocody,Aïba,388920,586102,-4.002458,5.301685,50,Aedes,5,,,,,,,,,,,,,,,,,,,0.024859354500465,0.024859354500465,0.0388758401789939,0.043437958735017,-0.070408008744772,0.070408008744772,-0.028098755663963,0.065123382836033,sentinel2_level1C_scene,2019-11-26,0.0,15188.0,modis,2019-11-26,0.0,14929.0,modis,2019-11-23,3.0,15236.1428571429,15295.0,15583.0,,14876.6,14850.875,14881.8333333333,14751.6,40.75,54.85,1265.54995,,,,,,,,,,,,,,,,,,,,,,27
C1.9,2019-11-26,48,11,2019,Prokopack aspirtor,Cocody,Aïba,392539,590980,-3.96987,5.345859,47,Aedes,11,,,,,,,,,,,,0.179431468404852,-0.179431468404852,0.071141574095959,-0.090996629754454,sentinel2_level1C_scene,2019-11-16,10.0,0.0985768054603599,0.0985768054603599,0.130319168492616,0.133651306899255,0.0776172684695769,-0.0776172684695769,0.0854958714373459,-0.0816290515132879,sentinel2_level1C_scene,2019-11-16,10.0,,,,,14921.0,modis,2019-11-23,3.0,15198.3333333333,15316.1666666667,15523.0,15487.6666666667,14893.0,14859.875,14889.8333333333,14715.5,38.0,53.15,1353.133244,,,,,,,,,,,,,,,,,,,,,,28
C1.10,2019-11-26,48,11,2019,Prokopack aspirtor,Cocody,Aïba,392616,590864,-3.969173,5.344811,39,Aedes,3,,,,,,,,,,,,0.0187131504742369,-0.0187131504742369,-0.0470500373413,0.035525321239607,sentinel2_level1C_scene,2019-11-16,10.0,0.0,0.0,0.0,0.0,0.0208377183750789,-0.0208377183750789,0.0529651425984609,-0.049165539016689,sentinel2_level1C_scene,2019-11-26,0.0,,,,,14921.0,modis,2019-11-23,3.0,15198.3333333333,15316.1666666667,15523.0,15487.6666666667,14893.0,14859.875,14889.8333333333,14715.5,38.0,53.15,1353.133244,,,,,,,,,,,,,,,,,,,,,,29
T2.1,2020-02-12,7,2,2020,Prokopack aspirtor,Treichville,Entente,388909,586182,-4.002558,5.302408,12,Aedes,0,,,,,,,,,,,,0.20076573342905,-0.20076573342905,0.00814971325083,-0.0308641975308639,sentinel2_level1C_scene,2020-02-09,3.0,0.052343865097242,0.052343865097242,0.034922562848334,0.035157167707863,0.151835819393359,-0.151835819393359,0.0172209816731969,-0.0333595342075819,sentinel2_level1C_scene,2020-02-09,3.0,15276.0,modis,2020-02-09,3.0,14941.0,modis,2020-02-08,4.0,15185.25,15377.75,15495.75,15469.6666666667,14860.428571428602,14899.6,14866.0,14885.5,28.3,29.45,41.15,,,,,,,,,,,,,,,,,,,,,,0
T2.2,2020-02-12,7,2,2020,Prokopack aspirtor,Treichville,Entente,388964,586259,-4.002063,5.303105,4,Aedes,1,,,,,,,,,,,,0.20076573342905,-0.20076573342905,0.00814971325083,-0.0308641975308639,sentinel2_level1C_scene,2020-02-09,3.0,0.052343865097242,0.052343865097242,0.034922562848334,0.035157167707863,0.151835819393359,-0.151835819393359,0.0172209816731969,-0.0333595342075819,sentinel2_level1C_scene,2020-02-09,3.0,15276.0,modis,2020-02-09,3.0,14941.0,modis,2020-02-08,4.0,15185.25,15377.75,15495.75,15469.6666666667,14860.428571428602,14899.6,14866.0,14885.5,28.3,29.45,41.15,,,,,,,,,,,,,,,,,,,,,,1
T2.3,2020-02-12,7,2,2020,Prokopack aspirtor,Treichville,Entente,389033,586335,-4.001441,5.303794,10,Aedes,1,,,,,,,,,,,,0.203263086335826,-0.203263086335826,0.0194259205566829,-0.053325344517675,sentinel2_level1C_scene,2020-02-09,3.0,0.0771908865636289,0.0771908865636289,0.035459914757331,0.042099813574554,0.157264900444503,-0.157264900444503,0.017166428004381,-0.031884741502055,sentinel2_level1C_scene,2020-02-09,3.0,15276.0,modis,2020-02-09,3.0,14933.0,modis,2020-02-08,4.0,15166.2142857143,15366.4,15520.75,15500.0,14854.428571428602,14888.2666666667,14865.428571428602,14856.0,28.3,29.45,41.15,,,,,,,,,,,,,,,,,,,,,,2
T2.4,2020-02-12,7,2,2020,Prokopack aspirtor,Treichville,Entente,388880,586262,-4.002821,5.303131,35,Aedes,4,,,,,,,,,,,,0.20076573342905,-0.20076573342905,0.00814971325083,-0.0308641975308639,sentinel2_level1C_scene,2020-02-09,3.0,0.052343865097242,0.052343865097242,0.034922562848334,0.035157167707863,0.151835819393359,-0.151835819393359,0.0172209816731969,-0.0333595342075819,sentinel2_level1C_scene,2020-02-09,3.0,15276.0,modis,2020-02-09,3.0,14941.0,modis,2020-02-08,4.0,15185.25,15377.75,15495.75,15469.6666666667,14860.428571428602,14899.6,14866.0,14885.5,28.3,29.45,41.15,,,,,,,,,,,,,,,,,,,,,,3
T2.5,2020-02-12,7,2,2020,Prokopack aspirtor,Treichville,Entente,389022,586240,-4.001539,5.302934,86,Aedes,3,,,,,,,,,,,,0.203263086335826,-0.203263086335826,0.0194259205566829,-0.053325344517675,sentinel2_level1C_scene,2020-02-09,3.0,0.0771908865636289,0.0771908865636289,0.035459914757331,0.042099813574554,0.157264900444503,-0.157264900444503,0.017166428004381,-0.031884741502055,sentinel2_level1C_scene,2020-02-09,3.0,15276.0,modis,2020-02-09,3.0,14933.0,modis,2020-02-08,4.0,15166.2142857143,15366.4,15520.75,15500.0,14854.428571428602,14888.2666666667,14865.428571428602,14856.0,28.3,29.45,41.15,,,,,,,,,,,,,,,,,,,,,,4
T2.6,2020-02-12,7,2,2020,Prokopack aspirtor,Treichville,Entente,388978,586363,-4.001938,5.304046,11,Aedes,0,,,,,,,,,,,,0.203263086335826,-0.203263086335826,0.0194259205566829,-0.053325344517675,sentinel2_level1C_scene,2020-02-09,3.0,0.040179898018289,0.040179898018289,0.035555207679731,0.022558950214433,0.177603021507563,-0.177603021507563,0.027693548160003,-0.046850163596534,sentinel2_level1C_scene,2020-02-09,3.0,15276.0,modis,2020-02-09,3.0,14933.0,modis,2020-02-08,4.0,15166.2142857143,15366.4,15520.75,15500.0,14854.428571428602,14888.2666666667,14865.428571428602,14856.0,28.3,29.45,41.15,,,,,,,,,,,,,,,,,,,,,,5
T2.7,2020-02-12,7,2,2020,Prokopack aspirtor,Treichville,Entente,388914,586076,-4.002511,5.301449,7,Aedes,5,,,,,,,,,,,,0.20076573342905,-0.20076573342905,0.00814971325083,-0.0308641975308639,sentinel2_level1C_scene,2020-02-09,3.0,0.052343865097242,0.052343865097242,0.034922562848334,0.035157167707863,0.151835819393359,-0.151835819393359,0.0172209816731969,-0.0333595342075819,sentinel2_level1C_scene,2020-02-09,3.0,15276.0,modis,2020-02-09,3.0,14941.0,modis,2020-02-08,4.0,15185.25,15377.75,15495.75,15469.6666666667,14860.428571428602,14899.6,14866.0,14885.5,28.3,29.45,41.15,,,,,,,,,,,,,,,,,,,,,,6
