station_id,dt_placement,week,month,year,country_code,nuts0_code,nuts0_name,nuts1_code,nuts1_name,nuts2_code,nuts2_name,nuts3_code,nuts3_name,lau1_municipality,lau2_settlement,trap_type,sex,x,y,anopheles_total,region,dt_placement_original,indices_image_date,indices_lat,indices_lon,ndvi,ndmi,ndwi,ndbi,ndvi_mean,ndmi_mean,ndwi_mean,ndbi_mean,ndvi_std,ndmi_std,ndwi_std,ndbi_std,lst_image_date,lst_lat,lst_lon,lst_day,lst_night,monthly_lst_lat,monthly_lst_lon,lst_jan_day_mean,lst_jan_night_mean,lst_feb_day_mean,lst_feb_night_mean,lst_mar_day_mean,lst_mar_night_mean,lst_apr_day_mean,lst_apr_night_mean,indices_image_date,indices_lat,indices_lon,acc_rainfall_jan,dt_placement_minus_7,dt_placement_minus_14,dt_placement_minus_7_avail,dt_placement_minus_14_avail,acc_rainfall_1week,acc_rainfall_2week
PE-BG-4,2023-08-21,36,8,2023,,,Italy,,,,Trentino-Alto Adige,,Trentino,Pergine,,BG-Sentinel,,11.24094,46.06638,0,Italy,2023-09-05,2023-08-21,46.06785355786339,11.240169992546496,0.2894117647058824,0.03287958115183244,-0.2827048114434331,-0.03287958115183244,0.3931743023089442,0.07398445265422082,-0.3552147498859337,-0.07398445265422082,0.11102026508808673,0.05974517478368367,0.0881833974439489,0.05974517478368367,2023-08-21,46.06785355786338,11.240169992546496,15396.0,14809.0,46.06785355786338,11.240169992546496,13857.53846153846,13503.181818181818,14079.333333333336,13632.4375,14452.611111111111,13776.444444444443,14627.75,13915.2,2023-08-21,46.05021064567919,11.250051460670813,1359.9655500485842,2023-08-14,2023-08-07,2023-08-14,2023-08-07,53.55884896218777,54.34940007282421
288,2023-09-05,38,9,2023,,,Italy,,,,Trentino-Alto Adige,,Trentino,Riva del Garda,,BG-Sentinel,,10.844454,45.890818,0,Italy,2023-09-20,2023-09-05,45.89268207746006,10.84491126753387,0.27960526315789475,0.030691101788474326,-0.2695131901006255,-0.030691101788474326,0.30420147315340745,0.034589922310585615,-0.2898192689289903,-0.034589922310585615,0.04353229125144251,0.029291881787265463,0.033243321617441236,0.029291881787265463,2023-09-05,45.89268207746006,10.84491126753387,15068.0,14407.0,45.89268207746006,10.84491126753387,13956.9375,13681.133333333333,14094.764705882351,13749.533333333333,14374.588235294117,13869.470588235294,14496.789473684208,13993.333333333336,2023-09-05,45.850209730822826,10.850049630958074,1255.8274020340955,2023-08-29,2023-08-22,2023-08-29,2023-08-22,1.7454453026875854,234.2562183548512
315,2023-09-05,38,9,2023,,,Italy,,,,Trentino-Alto Adige,,Trentino,Arco,,BG-Sentinel,,10.864102,45.919723,0,Italy,2023-09-20,2023-09-05,45.91963153598365,10.862877573216265,0.4405743153416644,0.10121951219512196,-0.3949536560247169,-0.10121951219512196,0.5105037916623094,0.1531167514636952,-0.4476437525265679,-0.1531167514636952,0.09145152034263787,0.06150399663235347,0.06857136630859725,0.06150399663235347,2023-09-05,45.91963153598365,10.86287757321626,15069.0,14171.0,45.91963153598365,10.86287757321626,14031.0,13681.214285714286,14184.933333333332,13783.5625,14491.928571428569,13889.533333333333,14590.066666666668,13990.0,2023-09-05,45.950210188251006,10.850049630958074,1544.4526032840743,2023-08-29,2023-08-22,2023-08-29,2023-08-22,0.2354886829853058,217.61897881981324
351,2023-09-05,38,9,2023,,,Italy,,,,Trentino-Alto Adige,,Trentino,Riva del Garda,,BG-Sentinel,,10.855636,45.894986,0,Italy,2023-09-20,2023-09-05,45.89717365388066,10.853894420375068,0.2859863945578231,0.03413566739606128,-0.27798810167658194,-0.03413566739606128,0.4549087878306958,0.1319718789791707,-0.3946321322325744,-0.1319718789791707,0.13928561491696675,0.0799430758800877,0.10037337195842964,0.0799430758800877,2023-09-05,45.89717365388066,10.853894420375068,15174.0,14444.0,45.89717365388066,10.853894420375068,13979.1875,13633.866666666667,14145.5,13660.875,14467.588235294117,13854.222222222224,14609.157894736842,13973.53846153846,2023-09-05,45.850209730822826,10.850049630958074,1255.8274020340955,2023-08-29,2023-08-22,2023-08-29,2023-08-22,1.7454453026875854,234.2562183548512
CDCRA5,2023-09-05,38,9,2023,,,Italy,,,,Trentino-Alto Adige,,Trentino,Arco,,CDC-trap,,10.892337,45.915607,0,Italy,2023-09-20,2023-09-05,45.915139959563035,10.894318608160448,0.4940397350993378,0.1607326610413666,-0.4253222137983321,-0.1607326610413666,0.5445979259998439,0.16518133383160966,-0.4579647860832316,-0.16518133383160966,0.09542981143797684,0.05372840476184485,0.0648486006429195,0.05372840476184485,2023-09-05,45.915139959563035,10.894318608160448,15140.0,14445.0,45.91513995956304,10.894318608160448,13956.2,13615.571428571431,14144.5625,13694.571428571431,14536.928571428569,13863.75,14653.388888888889,13963.928571428569,2023-09-05,45.950210188251006,10.850049630958074,1544.4526032840743,2023-08-29,2023-08-22,2023-08-29,2023-08-22,0.2354886829853058,217.61897881981324
CDCRA6,2023-09-05,38,9,2023,,,Italy,,,,Trentino-Alto Adige,,Trentino,Riva del Garda,,CDC-trap,,10.862481,45.882249,0,Italy,2023-09-20,2023-09-05,45.88369892461886,10.862877573216265,0.5166529039361409,0.1936741767764298,-0.44695378151260506,-0.1936741767764298,0.5309695497488838,0.21314306525048304,-0.44741360828853455,-0.21314306525048304,0.0894633161715094,0.07611120934244034,0.0639319863303684,0.07611120934244034,2023-09-05,45.88369892461886,10.86287757321626,15113.0,14453.0,45.88369892461886,10.86287757321626,13948.8125,13629.277777777776,14098.764705882351,13708.8,14397.5625,13835.117647058823,14502.380952380952,13979.5,2023-09-05,45.850209730822826,10.850049630958074,1255.8274020340955,2023-08-29,2023-08-22,2023-08-29,2023-08-22,1.7454453026875854,234.2562183548512
PO-BG-3,2023-09-05,38,9,2023,,,Italy,,,,Trentino-Alto Adige,,Trentino,Trento,,BG-Sentinel,,11.160635,46.083488,0,Italy,2023-09-20,2023-09-05,46.08132828712517,11.15932161697573,0.5393700787401574,0.1428571428571429,-0.4730397927949141,-0.1428571428571429,0.5614955345019067,0.16354990086864035,-0.4742225493348512,-0.16354990086864035,0.06463972419896065,0.057382915886140376,0.036086498304997286,0.057382915886140376,2023-09-05,46.08132828712517,11.15932161697573,14838.0,14593.0,46.08132828712517,11.15932161697573,13874.833333333336,13537.0,14128.35294117647,13689.764705882351,14463.642857142857,13838.692307692307,14607.388888888889,13932.384615384617,2023-09-05,46.05021064567919,11.150051003242629,1356.9263593294643,2023-08-29,2023-08-22,2023-08-29,2023-08-22,0.012133990414440632,120.07707808706643
RA-CDC-1,2023-09-05,38,9,2023,,,Italy,,,,Trentino-Alto Adige,,Trentino,Arco,,CDC-trap,,10.891121,45.905765,0,Italy,2023-09-20,2023-09-05,45.906156806721846,10.88982703173985,0.5159545700378582,0.13642813703628615,-0.4415016713808176,-0.13642813703628615,0.5978818850705099,0.2117375127898165,-0.4928614935413634,-0.2117375127898165,0.03886613640904005,0.044098615188321484,0.02745323475492821,0.044098615188321484,2023-09-05,45.906156806721846,10.88982703173985,15081.0,14446.0,45.906156806721846,10.88982703173985,13931.722222222224,13601.785714285714,14124.5,13660.285714285714,14487.4,13826.933333333332,14622.684210526317,13916.642857142857,2023-09-05,45.950210188251006,10.850049630958074,1544.4526032840743,2023-08-29,2023-08-22,2023-08-29,2023-08-22,0.2354886829853058,217.61897881981324
ST-BG-3,2023-09-05,38,9,2023,,,Italy,,,,Trentino-Alto Adige,,Trentino,Castel Ivano,,BG-Sentinel,,11.525146,46.066722,0,Italy,2023-09-20,2023-09-05,46.06785355786339,11.523139307044168,0.578477690288714,0.1897131552917903,-0.4926780838917845,-0.1897131552917903,0.5752235168095889,0.19111380487875773,-0.491719129718896,-0.19111380487875773,0.08266279359190908,0.05928858331239631,0.061593173747189076,0.05928858331239631,2023-09-05,46.06785355786338,11.523139307044168,15011.0,14450.0,46.06785355786338,11.523139307044168,13890.0,13521.916666666664,14084.411764705883,13627.0,14399.153846153846,13803.636363636364,14612.363636363636,13900.272727272728,2023-09-05,46.05021064567919,11.550052832955368,1635.5008886319265,2023-08-29,2023-08-22,2023-08-29,2023-08-22,0.0,90.72514424899892
ST-BG-4,2023-09-05,38,9,2023,,,Italy,,,,Trentino-Alto Adige,,Trentino,Telve,,BG-Sentinel,,11.48068,46.068981,0,Italy,2023-09-20,2023-09-05,46.06785355786339,11.482715119258788,0.32984031936127745,0.042033235581622655,-0.3082965144820816,-0.042033235581622655,0.4891416418835666,0.1207297545149098,-0.4268779537980463,-0.1207297545149098,0.07333132841187967,0.04313184757347577,0.05292636158142477,0.04313184757347577,2023-09-05,46.06785355786338,11.482715119258788,15075.0,14290.0,46.06785355786338,11.482715119258788,13836.7,13499.0,14123.46153846154,13580.0,14415.642857142857,13798.545454545454,14647.272727272728,13886.583333333336,2023-09-05,46.05021064567919,11.450052375527182,1437.3728885708979,2023-08-29,2023-08-22,2023-08-29,2023-08-22,0.0,73.29044855166121
TN-BG-9,2023-09-05,38,9,2023,,,Italy,,,,Trentino-Alto Adige,,Trentino,Trento,,BG-Sentinel,,11.091284,46.110328,0,Italy,2023-09-20,2023-09-05,46.108277745648756,11.091947970666759,0.07276507276507282,0.06685044796691937,-0.02380952380952385,-0.06685044796691937,0.18506016284524915,0.1846090401902737,-0.09760683719109316,-0.1846090401902737,0.1117971299709223,0.08915121519368442,0.08063966209252098,0.08915121519368442,2023-09-05,46.108277745648756,11.091947970666759,14613.0,14559.0,46.108277745648756,11.091947970666759,13833.733333333335,13560.083333333336,14056.722222222224,13703.266666666665,14329.785714285714,13867.083333333336,14529.1875,13958.071428571431,2023-09-05,46.15021110310738,11.050050545814443,1537.3612547985852,2023-08-29,2023-08-22,2023-08-29,2023-08-22,0.41978150606155396,79.70108316278609
PE-BG-4,2023-09-05,38,9,2023,,,Italy,,,,Trentino-Alto Adige,,Trentino,Pergine,,BG-Sentinel,,11.24094,46.06638,0,Italy,2023-09-20,2023-09-05,46.06785355786339,11.240169992546496,0.2857562408223201,0.09122632103688932,-0.2519302259079211,-0.09122632103688932,0.3756134687417785,0.14643832671538962,-0.31111598164883003,-0.14643832671538962,0.10653626481800604,0.09073169382710064,0.08688392617209352,0.09073169382710064,2023-09-05,46.06785355786338,11.240169992546496,14955.0,14576.0,46.06785355786338,11.240169992546496,13857.53846153846,13503.181818181818,14079.333333333336,13632.4375,14452.611111111111,13776.444444444443,14627.75,13915.2,2023-09-05,46.05021064567919,11.250051460670813,1463.9266407499863,2023-08-29,2023-08-22,2023-08-29,2023-08-22,0.0,103.96109070140207
